tchexper,absent,readscore,mathscore,totalscore,boy,white_asian,black,tchwhite,tchmasters,freelunch,small,regular
5,18,407,423,830,1,0,1,0,0,1,0,0
10,15,424,429,853,0,0,1,1,0,1,1,0
15,4,434,459,893,0,0,1,0,1,1,0,1
5,29,419,429,848,1,1,0,1,0,0,0,0
1,2,421,423,844,1,0,1,1,0,1,1,0
4,44,403,439,842,0,0,1,1,0,1,0,1
0,7,458,536,994,0,0,1,0,0,1,0,1
11,0,458,536,994,0,0,1,1,0,1,1,0
14,2,456,520,976,0,1,0,1,0,1,0,0
22,13,393,418,811,1,0,1,1,1,1,0,0
8,5,416,449,865,0,1,0,1,1,1,0,0
6,12,414,478,892,0,0,1,0,0,1,1,0
3,11,461,528,989,1,1,0,1,0,1,1,0
10,5,456,528,984,1,0,1,0,0,0,0,1
12,3,410,489,899,0,1,0,1,1,0,0,0
6,9,430,468,898,0,1,0,1,0,1,1,0
4,8,413,418,831,1,0,1,1,0,1,0,1
6,15,434,547,981,0,0,1,1,1,1,1,0
11,10,427,528,955,0,1,0,1,0,0,0,0
22,14,411,444,855,0,0,1,1,1,1,0,0
9,33,440,489,929,0,1,0,1,1,1,0,0
21,15,627,626,1253,0,1,0,1,0,0,1,0
13,11,419,459,878,0,1,0,1,1,0,0,1
0,2,422,494,916,0,0,1,1,0,0,1,0
12,22,463,536,999,1,1,0,1,1,0,0,1
10,6,437,500,937,0,1,0,1,0,1,0,1
12,3,468,468,936,1,0,1,0,0,1,0,1
5,4,460,536,996,0,1,0,1,1,0,1,0
14,1,422,463,885,0,0,1,1,0,1,0,0
6,10,428,473,901,0,1,0,1,1,0,0,1
19,32,380,384,764,1,1,0,1,0,1,1,0
8,14,414,434,848,0,0,1,1,0,1,1,0
13,5,490,559,1049,0,1,0,1,0,0,0,1
10,3,485,536,1021,0,0,1,0,1,1,0,0
2,17,431,484,915,0,1,0,1,0,0,1,0
11,6,470,520,990,0,1,0,1,0,0,0,1
10,3,442,468,910,0,0,1,0,0,1,0,1
0,1,436,459,895,0,0,1,1,0,1,0,0
16,0,485,506,991,1,1,0,1,0,0,1,0
11,2,437,547,984,0,1,0,1,0,0,0,0
8,4,455,473,928,0,1,0,1,1,0,0,0
20,5,428,528,956,0,1,0,1,0,1,0,1
1,3,425,444,869,1,0,1,1,0,1,1,0
21,17,428,520,948,0,0,1,0,0,0,0,0
8,18,411,423,834,0,0,1,1,1,1,0,1
1,16,419,444,863,0,0,1,0,0,1,0,0
4,17,384,384,768,1,1,0,1,0,0,0,1
5,19,450,489,939,0,1,0,1,0,0,0,1
6,10,416,439,855,0,0,1,1,1,1,0,1
6,2,451,500,951,1,0,1,0,0,0,0,1
10,4,400,434,834,0,0,1,1,1,1,0,0
15,9,443,494,937,0,1,0,0,1,1,0,0
2,31,402,405,807,0,0,1,1,0,1,1,0
2,4,431,494,925,0,1,0,1,0,1,0,0
17,3,436,484,920,0,0,1,1,1,1,0,0
1,5,434,468,902,0,0,1,0,0,1,0,0
15,6,456,536,992,1,0,1,0,1,1,0,0
6,35,472,602,1074,0,0,1,0,0,1,0,1
1,0,424,500,924,0,0,1,0,0,1,0,1
1,21,422,434,856,1,0,1,0,0,1,1,0
24,9,472,559,1031,1,0,1,1,1,1,0,0
6,4,455,559,1014,1,1,0,1,0,0,0,0
9,0,440,576,1016,0,1,0,1,1,0,1,0
2,17,411,468,879,0,0,1,1,0,1,0,1
3,31,407,463,870,0,0,1,0,0,1,0,0
2,0,374,399,773,0,0,1,1,0,1,0,0
2,12,413,454,867,0,0,1,1,0,1,0,0
3,11,448,500,948,1,1,0,1,0,0,0,1
0,22,431,418,849,0,0,1,1,0,1,0,0
0,3,408,468,876,0,0,1,1,0,1,0,0
21,16,430,468,898,1,1,0,1,0,0,1,0
2,4,407,439,846,0,0,1,1,0,1,0,0
0,16,414,439,853,0,0,1,1,0,1,0,0
3,50,518,602,1120,1,0,1,0,0,1,1,0
2,14,403,434,837,0,0,1,1,0,1,0,0
11,40,453,478,931,0,1,0,1,0,0,0,1
21,28,410,463,873,1,0,1,0,0,1,1,0
20,13,468,500,968,0,1,0,1,1,1,0,0
24,0,430,484,914,0,0,1,0,0,1,0,1
2,4,418,439,857,0,0,1,1,0,1,0,0
12,6,448,506,954,1,1,0,1,1,0,0,0
12,6,439,478,917,1,0,1,1,0,1,0,1
0,15,398,454,852,0,0,1,1,0,1,0,0
18,10,465,602,1067,1,1,0,1,1,0,1,0
2,9,411,454,865,1,0,1,1,0,1,0,0
2,41,398,412,810,0,0,1,1,0,1,0,0
0,5,402,459,861,1,0,1,1,0,1,0,0
0,0,393,434,827,0,0,1,1,0,1,0,0
0,9,403,473,876,1,0,1,1,0,1,0,0
2,22,421,449,870,1,0,1,1,0,0,0,0
1,17,413,439,852,1,0,1,1,0,1,1,0
24,8,433,520,953,0,0,1,0,0,1,0,1
19,12,495,528,1023,0,1,0,1,0,0,0,1
6,4,403,392,795,0,0,1,1,0,1,0,0
9,20,434,489,923,1,0,1,0,0,0,0,1
18,17,434,494,928,0,0,1,0,0,1,0,1
10,0,408,454,862,0,0,1,1,1,1,0,0
14,5,472,528,1000,0,1,0,1,1,1,1,0
7,12,450,559,1009,0,1,0,1,1,0,1,0
7,0,430,459,889,0,1,0,1,0,0,0,0
10,15,403,454,857,1,0,1,0,0,1,0,1
12,9,455,602,1057,1,1,0,1,0,1,0,0
12,26,424,412,836,0,1,0,1,0,0,1,0
6,3,413,418,831,1,0,1,0,0,1,0,1
0,3,391,434,825,1,0,1,1,0,1,0,0
2,48,418,494,912,1,0,1,0,0,1,1,0
20,19,421,463,884,0,0,1,0,0,0,0,1
24,6,503,559,1062,0,0,1,1,1,1,0,0
3,4,413,444,857,0,0,1,0,0,1,0,1
5,1,451,473,924,0,0,1,1,0,1,1,0
2,7,458,536,994,0,0,1,1,0,0,1,0
0,0,455,513,968,1,0,1,1,0,1,0,1
8,3,416,489,905,1,1,0,1,1,0,0,0
13,38,510,547,1057,0,1,0,1,0,0,0,0
2,0,467,547,1014,0,0,1,1,0,1,1,0
12,9,398,454,852,0,1,0,1,0,0,0,0
13,3,402,418,820,1,1,0,1,1,0,0,1
3,27,398,463,861,0,0,1,0,1,1,0,1
21,3,414,528,942,1,0,1,0,0,0,0,0
9,12,398,434,832,1,1,0,0,0,1,0,1
6,3,422,500,922,1,0,1,1,1,1,1,0
2,10,413,449,862,0,0,1,1,0,1,1,0
4,14,436,463,899,0,1,0,1,1,0,1,0
9,6,433,484,917,0,0,1,0,0,1,0,1
0,4,418,423,841,1,0,1,1,0,1,0,1
6,6,397,418,815,1,0,1,1,0,1,0,0
9,9,402,449,851,1,1,0,1,1,1,0,0
24,5,461,536,997,0,0,1,0,0,1,0,1
11,0,472,494,966,0,1,0,1,1,0,0,1
8,2,436,459,895,1,0,1,1,1,0,0,0
17,7,439,506,945,1,1,0,1,1,0,1,0
24,3,470,559,1029,1,0,1,1,1,1,0,0
0,3,418,463,881,1,0,1,0,0,1,0,1
0,7,421,449,870,1,0,1,0,0,1,0,1
11,4,431,484,915,0,0,1,1,0,1,0,1
2,22,424,473,897,0,0,1,1,0,1,0,0
5,0,465,528,993,0,0,1,1,0,0,1,0
4,8,453,489,942,0,1,0,1,1,0,0,1
0,0,416,439,855,1,0,1,1,0,1,0,0
3,12,395,418,813,0,0,1,0,0,1,0,1
5,14,436,520,956,1,1,0,1,0,0,0,1
0,0,497,576,1073,1,0,1,1,0,1,1,0
24,44,407,449,856,1,0,1,1,1,1,0,0
13,11,437,484,921,1,1,0,1,0,0,0,1
17,11,434,478,912,1,0,1,1,1,1,0,0
8,30,421,463,884,0,1,0,1,0,0,1,0
12,14,393,412,805,1,1,0,1,0,0,1,0
20,4,483,500,983,1,0,1,0,0,1,0,0
4,15,425,468,893,0,0,1,1,0,1,0,1
7,7,434,473,907,0,1,0,1,0,1,1,0
11,2,492,536,1028,1,1,0,1,0,0,1,0
0,20,414,418,832,0,1,0,1,0,1,0,1
18,24,402,439,841,1,1,0,0,0,0,0,1
20,13,419,489,908,1,1,0,1,1,1,0,0
24,8,430,494,924,0,0,1,1,1,1,0,1
10,9,442,484,926,0,1,0,0,0,0,1,0
17,1,418,434,852,0,0,1,1,1,1,0,0
0,17,455,506,961,1,0,1,1,0,1,0,0
14,3,468,494,962,1,1,0,1,0,0,1,0
3,4,419,484,903,0,1,0,1,0,0,0,0
12,5,445,473,918,0,1,0,1,1,0,1,0
0,1,405,434,839,0,0,1,1,0,1,0,0
11,10,437,459,896,1,0,1,1,0,1,1,0
11,0,428,500,928,1,0,1,1,0,1,0,1
3,9,382,434,816,0,1,0,1,0,1,0,0
10,14,430,468,898,0,0,1,1,1,1,0,0
13,45,442,576,1018,0,1,0,1,1,0,0,1
7,15,397,449,846,1,1,0,1,0,0,0,0
12,7,431,478,909,0,0,1,1,1,1,1,0
7,11,410,489,899,1,1,0,1,1,0,1,0
8,14,433,506,939,0,1,0,1,0,1,0,1
11,3,390,399,789,1,0,1,1,0,1,0,0
0,6,398,399,797,1,0,1,1,0,1,0,1
22,2,418,494,912,1,1,0,1,1,0,0,1
2,0,422,449,871,0,1,0,1,0,1,0,0
0,14,410,454,864,1,0,1,1,0,1,0,0
2,5,410,418,828,1,0,1,1,0,1,0,0
4,7,483,528,1011,0,1,0,1,1,0,1,0
0,3,427,489,916,0,0,1,1,0,1,0,0
12,5,431,473,904,0,1,0,1,1,0,0,1
13,8,411,468,879,1,1,0,1,1,0,1,0
20,2,439,489,928,0,1,0,1,1,0,0,0
2,6,425,444,869,0,0,1,1,0,1,0,0
2,10,398,459,857,1,0,1,1,0,1,0,0
10,3,448,473,921,1,1,0,1,0,0,1,0
14,5,445,484,929,1,1,0,1,0,0,0,1
0,2,422,449,871,0,1,0,1,0,1,1,0
12,7,450,463,913,0,0,1,1,0,0,0,1
8,11,400,439,839,0,1,0,1,0,0,0,1
17,25,465,513,978,1,1,0,1,1,0,1,0
5,16,439,473,912,1,1,0,1,0,0,0,0
13,2,437,500,937,0,1,0,1,1,0,0,1
2,7,402,423,825,0,0,1,1,0,1,0,0
11,24,408,478,886,0,1,0,1,0,1,1,0
12,2,408,439,847,1,0,1,0,0,1,0,0
15,,480,528,1008,0,1,0,1,0,0,0,0
5,,421,478,899,1,1,0,0,0,0,0,0
5,2,402,444,846,1,1,0,0,0,0,0,0
4,5,390,473,863,1,0,1,1,0,1,0,1
5,,419,489,908,0,0,1,0,0,0,0,0
11,7,410,444,854,0,0,1,0,1,1,0,1
11,6,440,489,929,0,0,1,0,1,0,0,1
5,17,413,444,857,0,0,1,0,0,1,0,0
0,17,425,468,893,0,0,1,1,0,1,0,0
1,10,402,384,786,0,0,1,1,0,0,1,0
13,5,433,468,901,0,0,1,1,0,1,1,0
9,11,451,500,951,1,0,1,1,0,1,1,0
8,15,416,463,879,0,1,0,1,1,1,1,0
8,22,384,405,789,0,1,0,1,1,1,0,1
3,6,421,468,889,0,0,1,0,0,1,0,0
12,11,460,494,954,0,1,0,1,1,0,1,0
15,29,403,459,862,1,1,0,1,0,0,0,0
1,1,418,463,881,1,1,0,1,0,1,1,0
2,7,442,506,948,1,0,1,1,0,1,0,0
15,2,437,528,965,0,1,0,1,1,0,0,1
15,15,497,559,1056,0,1,0,1,1,0,0,1
16,13,455,559,1014,0,1,0,1,0,0,0,0
16,9,455,489,944,0,1,0,1,0,0,0,0
1,8,403,434,837,1,0,1,1,0,1,1,0
12,22,480,547,1027,0,1,0,1,0,1,1,0
13,7,388,412,800,0,0,1,1,1,1,0,1
13,9,378,392,770,1,0,1,1,1,1,0,1
7,9,384,384,768,1,0,1,1,0,1,0,0
3,11,428,484,912,0,1,0,0,0,0,0,1
8,13,391,354,745,1,0,1,1,1,1,0,1
4,6,447,513,960,0,0,1,1,0,0,0,1
2,15,437,484,921,0,0,1,1,0,1,0,0
16,22,424,478,902,1,0,1,0,0,1,0,0
1,14,424,520,944,0,0,1,1,0,1,0,0
3,7,463,520,983,0,0,1,0,0,1,1,0
6,12,437,506,943,0,0,1,1,1,1,1,0
12,3,421,449,870,0,0,1,1,1,1,1,0
11,8,408,418,826,1,0,1,0,1,1,0,1
11,13,421,439,860,0,0,1,1,0,1,0,0
15,19,370,412,782,0,1,0,1,1,0,1,0
15,7,461,528,989,0,1,0,1,1,0,1,0
10,8,427,463,890,1,1,0,0,0,0,1,0
10,21,436,484,920,0,0,1,0,0,0,1,0
12,0,418,439,857,1,1,0,1,1,0,0,0
9,2,450,520,970,1,1,0,1,0,1,0,0
20,11,386,439,825,0,1,0,1,0,1,0,1
17,4,422,449,871,1,1,0,1,0,0,0,0
17,4,440,454,894,0,1,0,1,0,0,0,0
8,5,518,520,1038,0,1,0,1,1,0,0,0
11,9,443,454,897,0,1,0,1,0,0,1,0
8,14,461,484,945,0,1,0,1,1,0,0,0
8,2,422,463,885,0,0,1,1,1,1,0,0
8,3,445,468,913,0,1,0,1,1,0,0,0
11,9,434,489,923,1,1,0,1,0,0,1,0
11,0,451,500,951,0,1,0,1,0,0,1,0
7,5,434,444,878,0,0,1,1,0,1,0,0
7,2,416,444,860,0,0,1,1,0,1,0,0
20,2,433,478,911,0,0,1,1,1,0,1,0
20,13,386,449,835,0,0,1,1,1,1,1,0
20,7,427,489,916,1,0,1,1,1,1,1,0
5,15,405,439,844,1,1,0,1,0,1,1,0
5,9,411,463,874,0,1,0,1,0,1,1,0
12,0,407,478,885,1,0,1,1,0,1,0,1
3,12,428,520,948,0,0,1,1,0,1,1,0
0,31,408,513,921,0,1,0,1,0,1,0,0
3,5,465,528,993,0,0,1,1,0,1,1,0
3,6,405,454,859,1,1,0,1,0,0,0,1
8,3,470,494,964,0,1,0,1,0,0,1,0
16,6,467,520,987,0,1,0,1,0,1,0,1
13,5,433,500,933,0,1,0,1,1,1,0,0
9,18,465,506,971,0,1,0,1,0,0,0,0
11,8,436,500,936,0,1,0,1,1,1,1,0
17,5,393,459,852,1,0,1,1,1,1,0,0
8,7,421,434,855,1,0,1,1,1,1,1,0
7,9,411,405,816,0,0,1,1,1,1,0,1
17,1,413,429,842,0,0,1,1,1,1,0,0
12,20,391,412,803,1,0,1,0,0,1,1,0
6,0,453,500,953,0,0,1,1,0,0,0,1
5,,407,449,856,1,0,1,0,0,0,0,0
0,2,439,506,945,1,0,1,1,0,1,0,1
0,13,384,423,807,0,0,1,1,0,1,0,1
15,3,422,434,856,0,0,1,0,1,1,0,1
6,0,390,423,813,0,0,1,1,1,1,0,1
1,1,398,449,847,1,0,1,1,0,1,1,0
17,10,393,418,811,1,0,1,1,1,1,0,0
10,0,472,536,1008,1,1,0,1,0,1,0,1
1,4,430,405,835,1,0,1,0,0,1,1,0
13,43,458,506,964,0,1,0,1,1,0,0,1
8,13,425,454,879,0,1,0,1,0,1,0,1
17,20,419,463,882,1,0,1,1,0,0,0,0
10,2,418,489,907,0,0,1,0,0,0,1,0
4,28,416,454,870,1,1,0,1,0,1,0,1
6,4,458,559,1017,1,0,1,1,0,1,1,0
12,1,414,449,863,0,0,0,1,1,1,1,0
8,2,455,489,944,1,1,0,1,1,1,0,0
22,2,448,500,948,0,1,0,1,1,0,0,1
3,2,440,520,960,0,1,0,1,0,0,0,1
24,6,538,602,1140,0,0,1,1,1,1,0,0
14,4,465,494,959,1,1,0,0,1,0,1,0
18,6,419,444,863,0,1,0,0,0,0,0,1
10,11,510,559,1069,1,1,0,1,0,0,0,1
12,15,427,494,921,1,1,0,1,0,0,1,0
6,11,463,559,1022,0,1,0,1,1,0,0,1
13,23,418,506,924,0,1,0,1,0,0,0,0
12,5,458,576,1034,0,1,0,1,1,1,0,0
22,14,418,473,891,1,0,1,1,1,1,0,0
5,10,456,489,945,0,1,0,1,0,0,0,1
14,14,485,576,1061,1,1,0,1,0,0,0,0
11,12,443,489,932,0,1,0,1,0,1,0,1
24,12,453,468,921,1,0,1,0,0,1,0,1
9,20,445,478,923,0,1,0,1,1,1,0,0
12,9,455,494,949,1,1,0,1,1,1,0,1
0,5,436,473,909,1,1,0,1,0,1,0,1
12,12,416,434,850,1,0,1,1,0,1,0,1
7,1,414,484,898,0,0,1,1,0,1,0,0
6,3,497,536,1033,0,1,0,1,0,1,1,0
1,29,461,559,1020,0,1,0,1,0,1,0,1
2,9,408,463,871,1,1,0,1,0,1,0,0
15,12,447,500,947,0,1,0,1,0,0,0,1
3,14,450,513,963,1,0,1,1,0,1,1,0
5,11,413,439,852,1,1,0,1,0,1,0,1
10,2,427,459,886,1,1,0,1,0,0,1,0
11,11,395,434,829,1,0,1,0,0,0,1,0
20,1,463,602,1065,1,1,0,1,0,1,0,1
8,13,439,459,898,1,0,1,1,1,0,1,0
10,3,453,500,953,0,1,0,1,0,0,1,0
18,8,419,463,882,0,1,0,0,0,1,0,1
16,4,439,468,907,1,1,0,1,0,0,0,0
12,23,510,489,999,0,0,1,0,0,1,0,1
6,4,439,439,878,1,0,1,1,1,1,0,1
8,3,403,429,832,1,1,0,1,1,0,1,0
4,0,436,500,936,0,1,0,1,0,0,0,1
16,39,605,536,1141,0,1,0,1,0,0,0,0
0,8,472,489,961,0,1,0,1,0,0,0,1
8,8,485,602,1087,0,1,0,1,0,0,0,1
0,18,448,449,897,1,0,1,1,0,0,0,0
1,1,443,484,927,0,0,1,0,0,1,0,1
8,9,434,473,907,1,1,0,1,1,0,1,0
16,6,416,454,870,1,1,0,1,0,1,0,1
9,8,455,494,949,0,1,0,1,1,0,0,0
13,3,503,602,1105,1,1,0,1,0,0,0,0
13,5,427,559,986,0,1,0,1,0,0,0,0
4,2,456,602,1058,0,1,0,1,0,0,1,0
15,3,434,494,928,0,1,0,0,1,1,0,0
11,5,447,528,975,0,1,0,1,1,0,0,0
21,4,440,463,903,0,0,1,1,0,1,1,0
22,9,414,500,914,0,1,0,1,0,0,1,0
,0,433,528,961,1,1,0,0,0,1,0,0
1,1,434,528,962,1,0,1,1,0,1,1,0
10,12,424,468,892,1,0,0,1,0,0,1,0
2,6,407,429,836,1,1,0,1,0,0,0,1
10,5,474,500,974,0,0,1,1,0,1,0,1
5,18,419,473,892,1,1,0,1,0,0,1,0
12,6,422,489,911,1,1,0,1,1,0,0,0
2,1,474,513,987,1,0,1,1,0,1,1,0
16,9,437,478,915,0,1,0,1,0,0,0,0
1,3,408,434,842,0,0,1,1,0,1,1,0
8,2,418,434,852,0,1,0,1,0,1,0,1
8,6,425,489,914,1,1,0,1,1,0,0,0
0,3,443,473,916,1,1,0,1,0,0,1,0
22,9,447,520,967,0,1,0,1,1,0,0,1
13,9,428,489,917,1,1,0,1,0,1,0,0
8,13,436,513,949,0,1,0,1,0,0,1,0
1,5,416,449,865,0,1,0,1,0,0,1,0
20,32,538,626,1164,0,0,1,0,0,0,0,1
5,5,443,506,949,0,0,1,1,0,1,0,1
16,0,463,484,947,1,0,1,0,0,0,1,0
10,9,451,494,945,1,0,1,0,0,0,1,0
5,1,433,484,917,0,1,0,1,0,0,1,0
8,13,460,489,949,0,1,0,1,0,0,0,1
21,5,390,478,868,0,0,1,0,0,1,0,0
16,20,418,449,867,1,0,1,0,0,1,0,0
21,8,427,489,916,0,0,1,1,0,1,1,0
21,5,402,478,880,0,0,1,1,0,1,1,0
6,9,419,444,863,0,1,0,1,1,1,1,0
13,22,419,506,925,1,1,0,1,0,1,0,0
16,14,492,520,1012,1,1,0,1,1,0,0,1
13,13,445,489,934,1,1,0,1,0,0,1,0
8,4,467,473,940,1,1,0,1,1,0,1,0
13,17,411,444,855,1,1,0,1,0,0,0,0
20,23,442,459,901,0,1,0,1,1,1,0,0
12,10,447,484,931,0,1,0,1,1,0,0,0
0,10,456,449,905,0,0,1,1,0,0,0,0
17,7,437,494,931,0,1,0,1,1,0,0,1
12,6,427,434,861,1,0,1,1,0,1,1,0
11,1,434,412,846,0,0,1,1,1,1,0,0
10,5,436,506,942,1,0,1,0,0,1,0,1
5,19,483,626,1109,0,0,1,0,0,0,0,0
1,41,393,454,847,0,0,1,1,0,1,0,0
4,16,450,547,997,0,0,1,1,0,1,0,1
5,5,431,547,978,0,0,1,0,0,1,1,0
9,6,439,536,975,1,0,1,0,0,1,1,0
20,4,460,520,980,0,1,0,1,0,0,0,1
14,4,453,478,931,1,0,1,0,0,1,1,0
5,30,413,468,881,1,1,0,1,0,1,0,0
13,29,390,434,824,1,1,0,1,1,1,0,0
12,19,400,412,812,1,0,1,1,0,1,0,1
5,3,402,405,807,0,0,1,1,0,1,0,1
7,24,487,547,1034,0,1,0,1,0,0,0,0
8,9,443,478,921,1,1,0,1,1,0,1,0
15,1,437,478,915,1,1,0,1,1,0,0,1
16,7,450,489,939,0,1,0,1,0,0,0,0
0,18,427,473,900,1,0,1,1,0,1,0,1
11,16,421,536,957,1,1,0,1,1,0,0,0
15,9,436,513,949,0,1,0,0,1,0,0,0
0,15,414,412,826,1,1,0,1,0,0,0,0
1,25,410,454,864,1,1,0,0,0,1,0,1
10,2,456,500,956,0,1,0,0,0,1,1,0
1,17,443,468,911,1,1,0,1,0,0,1,0
2,7,428,454,882,0,1,0,1,0,1,1,0
8,10,460,489,949,0,1,0,1,0,0,0,1
13,18,422,489,911,0,1,0,1,1,1,0,1
12,1,424,444,868,0,1,0,1,1,1,1,0
12,0,436,454,890,0,1,0,1,1,1,1,0
14,2,431,500,931,1,1,0,1,1,0,1,0
5,0,411,468,879,0,1,0,1,1,1,0,0
6,8,474,536,1010,0,1,0,1,1,1,0,1
13,24,456,536,992,0,1,0,1,0,0,1,0
2,4,416,489,905,1,1,0,1,0,1,1,0
18,20,397,423,820,1,0,1,0,0,1,0,1
11,6,455,506,961,0,1,0,1,0,0,0,0
8,10,439,489,928,1,1,0,1,0,0,0,1
7,9,467,489,956,1,1,0,1,1,0,1,0
11,3,442,547,989,1,0,1,0,0,0,1,0
14,5,463,602,1065,1,1,0,1,0,1,1,0
11,24,425,506,931,0,1,0,1,0,0,1,0
10,5,461,536,997,1,1,0,1,0,0,0,1
24,30,480,602,1082,0,0,1,1,1,1,0,0
0,6,442,468,910,0,1,0,1,0,1,0,1
8,10,439,506,945,1,1,0,1,1,0,1,0
9,7,490,626,1116,1,1,0,1,0,0,0,0
7,2,413,459,872,1,0,1,1,1,1,0,1
15,15,437,468,905,1,1,0,1,0,1,1,0
12,0,405,454,859,1,0,1,0,0,0,0,0
13,11,430,434,864,0,0,1,1,0,0,1,0
5,2,410,576,986,1,0,1,1,0,1,0,1
6,12,391,418,809,1,1,0,1,0,1,1,0
10,17,410,484,894,1,0,1,0,0,1,0,1
8,18,538,547,1085,0,1,0,1,0,1,1,0
11,5,467,547,1014,1,0,1,0,0,0,1,0
8,0,605,576,1181,1,1,0,1,1,1,1,0
11,1,483,520,1003,0,1,0,1,0,0,1,0
8,0,407,500,907,1,1,0,1,0,1,1,0
4,51,433,506,939,1,1,0,1,0,1,0,1
21,5,400,418,818,1,1,0,1,0,0,1,0
6,4,431,528,959,1,1,0,1,0,1,0,0
20,0,421,459,880,1,1,0,1,1,0,1,0
2,3,434,434,868,1,1,0,1,0,1,1,0
6,3,393,418,811,0,0,1,1,1,1,0,1
6,2,451,506,957,1,1,0,1,1,1,1,0
13,11,400,444,844,1,0,1,1,1,1,0,1
11,4,448,559,1007,1,1,0,1,0,1,0,0
2,8,433,500,933,1,1,0,1,0,1,1,0
12,14,400,399,799,1,0,1,1,1,1,1,0
2,5,445,468,913,1,1,0,1,0,0,0,1
15,4,424,500,924,1,1,0,0,1,1,0,0
1,2,442,559,1001,1,0,1,1,0,0,0,1
12,3,413,454,867,1,1,0,1,1,1,0,1
0,4,430,520,950,0,1,0,1,0,0,0,0
10,12,403,405,808,1,0,1,0,0,1,0,1
4,6,456,520,976,1,1,0,1,0,0,1,0
4,8,448,559,1007,1,1,0,1,0,0,1,0
8,6,453,520,973,1,1,0,1,0,0,1,0
0,3,495,484,979,1,0,1,1,0,1,0,0
6,24,393,384,777,1,0,1,1,1,1,0,1
14,4,414,463,877,0,0,1,0,0,1,1,0
6,15,447,513,960,1,1,0,1,0,1,1,0
4,6,545,559,1104,1,1,0,1,0,0,1,0
14,22,436,528,964,0,1,0,1,0,1,0,0
14,1,470,528,998,1,1,0,0,1,1,1,0
10,6,433,500,933,1,0,1,0,1,1,0,0
1,0,439,484,923,1,0,1,1,0,1,1,0
1,4,439,513,952,0,0,1,0,0,0,0,0
16,11,500,513,1013,1,1,0,1,1,1,0,1
15,3,448,478,926,1,1,0,1,1,0,0,1
10,9,403,478,881,1,1,0,1,1,1,0,0
6,8,402,449,851,0,0,1,1,0,1,0,0
1,22,408,418,826,1,0,1,0,0,1,0,0
7,6,510,626,1136,0,1,0,1,1,0,0,0
9,4,468,484,952,1,1,0,1,0,0,0,0
0,0,424,484,908,0,0,1,0,0,1,0,1
17,7,428,449,877,1,0,1,1,1,1,0,0
13,2,393,423,816,1,1,0,1,1,0,0,1
11,2,437,454,891,0,0,1,1,0,0,1,0
5,11,397,423,820,0,1,0,1,0,0,1,0
12,7,445,528,973,1,1,0,1,1,0,0,0
6,14,411,478,889,1,1,0,1,1,1,0,1
1,7,425,459,884,0,0,1,1,0,1,1,0
9,16,425,478,903,0,1,0,1,0,1,0,0
1,11,400,459,859,1,1,0,1,0,0,0,1
15,0,453,528,981,1,1,0,0,1,0,0,0
11,8,431,489,920,0,1,0,1,0,0,0,0
8,9,419,449,868,0,1,0,1,1,1,1,0
3,9,430,444,874,0,1,0,1,0,1,1,0
13,11,421,463,884,0,0,1,0,1,1,1,0
14,17,403,449,852,0,1,0,1,0,1,1,0
10,6,407,489,896,0,0,1,0,0,1,0,1
0,0,448,506,954,0,1,0,1,0,0,0,1
8,4,474,602,1076,0,0,1,1,1,0,1,0
16,12,425,506,931,0,1,0,1,0,0,0,0
11,16,424,463,887,1,1,0,1,1,0,0,1
13,7,378,418,796,1,1,0,1,1,1,0,1
13,7,398,418,816,0,1,0,1,1,1,0,1
16,7,431,494,925,0,1,0,1,0,0,0,0
15,1,450,494,944,0,1,0,1,0,0,0,1
8,5,414,500,914,0,1,0,1,1,0,0,0
7,0,470,559,1029,0,1,0,1,0,0,1,0
3,14,518,547,1065,0,1,0,1,0,0,0,0
3,11,461,547,1008,0,1,0,1,0,0,1,0
2,2,434,520,954,0,1,0,1,0,1,1,0
2,2,410,473,883,0,1,0,1,0,1,1,0
2,10,410,484,894,1,1,0,1,0,1,1,0
4,17,434,506,940,1,1,0,1,0,1,0,1
5,8,411,506,917,1,1,0,1,0,1,1,0
10,12,403,478,881,1,0,1,0,0,1,0,1
15,11,439,478,917,0,1,0,0,1,0,0,0
9,9,413,449,862,0,0,1,0,0,0,0,1
12,14,430,468,898,1,0,1,1,1,1,1,0
5,16,492,602,1094,0,1,0,1,0,0,0,1
17,10,433,489,922,1,1,0,1,1,1,1,0
13,9,422,500,922,0,1,0,1,0,1,0,0
7,2,433,506,939,1,1,0,1,0,0,0,0
20,2,460,473,933,0,1,0,1,1,0,0,0
15,6,436,500,936,0,1,0,0,1,1,0,0
15,3,414,429,843,0,0,1,0,1,1,0,1
10,11,430,473,903,0,0,1,0,0,1,0,0
8,2,440,468,908,0,1,0,1,1,0,1,0
5,12,416,528,944,0,1,0,1,0,1,0,0
13,4,400,434,834,0,1,0,1,1,1,0,1
17,8,443,484,927,1,0,1,1,1,1,0,0
0,5,465,602,1067,0,0,1,1,0,1,0,0
13,23,421,468,889,0,1,0,1,1,0,0,1
8,0,405,399,804,1,0,1,1,1,1,0,1
17,5,416,454,870,1,0,1,1,1,1,0,0
6,4,400,434,834,1,0,1,1,0,1,0,0
17,4,397,365,762,1,0,1,1,1,1,0,0
0,4,439,489,928,1,0,1,1,0,1,0,0
2,2,397,412,809,0,0,1,0,0,1,1,0
10,12,445,434,879,0,0,1,0,0,1,0,0
